[2017-09-19 09:32:04.673] [INFO] logger - --> GET  /admin/info?token=admin  200  296ms  2017-8-19 9:32:4
[2017-09-19 09:33:29.903] [INFO] logger - --> GET  /user/getFollowers?page=1&pageSize=10&nickname=  200  173ms  2017-8-19 9:33:29
[2017-09-19 09:33:58.274] [INFO] logger - --> GET  /menu/getMenu  200  829ms  2017-8-19 9:33:57
[2017-09-19 09:33:59.239] [INFO] logger - --> GET  /news/list?page=1&pageSize=10&content=  200  232ms  2017-8-19 9:33:59
[2017-09-19 10:21:51.379] [INFO] logger - --> GET  /admin/info?token=admin  200  80ms  2017-8-19 10:21:51
[2017-09-19 10:21:51.725] [INFO] logger - --> GET  /news/list?page=1&pageSize=10&content=  200  35ms  2017-8-19 10:21:51
[2017-09-19 13:59:48.510] [INFO] logger - --> GET  /admin/info?token=admin  200  158ms  2017-8-19 13:59:48
[2017-09-19 13:59:49.315] [INFO] logger - --> GET  /news/list?page=1&pageSize=10&content=  200  306ms  2017-8-19 13:59:49
[2017-09-19 14:01:05.570] [INFO] logger - --> POST  /?signature=232302b54e5b16e86a58f3fa7bb2af6628184594&timestamp=1505800862&nonce=715829332&openid=oIFKpuLuLbq8VMMzGcXQysn_xpLA  200  1760ms  2017-8-19 14:1:3
[2017-09-19 14:03:22.978] [INFO] logger - --> POST  /?signature=31a89148447f96e218076b3dc3f4124370a6f477&timestamp=1505801000&nonce=1521556355&openid=oIFKpuLuLbq8VMMzGcXQysn_xpLA  200  802ms  2017-8-19 14:3:22
[2017-09-19 14:08:35.608] [INFO] logger - --> POST  /?signature=ec7c9550a62f5245e13864946e3040d73c405688&timestamp=1505801312&nonce=101974367&openid=oIFKpuLuLbq8VMMzGcXQysn_xpLA  200  619ms  2017-8-19 14:8:34
[2017-09-19 14:09:31.177] [INFO] logger - --> POST  /?signature=e3bd180db8e5cedcf683539bd297d183d7f12c2c&timestamp=1505801368&nonce=1346070623&openid=oIFKpuLuLbq8VMMzGcXQysn_xpLA  200  690ms  2017-8-19 14:9:30
[2017-09-19 14:11:13.664] [INFO] logger - --> POST  /?signature=b9ca0a393611a3907f9f4e2592d903eb079e0190&timestamp=1505801471&nonce=384015305&openid=oIFKpuLuLbq8VMMzGcXQysn_xpLA  200  671ms  2017-8-19 14:11:12
[2017-09-19 14:11:20.129] [INFO] logger - --> GET  /admin/info?token=admin  200  44ms  2017-8-19 14:11:20
[2017-09-19 14:11:20.769] [INFO] logger - --> GET  /news/list?page=1&pageSize=10&content=  200  31ms  2017-8-19 14:11:20
[2017-09-19 14:11:20.901] [INFO] logger - --> GET  /downloads/16631D2g4.jpeg  200  4ms  2017-8-19 14:11:20
[2017-09-19 14:15:22.895] [INFO] logger - --> GET  /admin/info?token=admin  200  49ms  2017-8-19 14:15:22
[2017-09-19 14:15:23.682] [INFO] logger - --> GET  /news/list?page=1&pageSize=10&content=  200  95ms  2017-8-19 14:15:23
[2017-09-19 14:15:23.815] [INFO] logger - --> GET  /downloads/16631D2g4.jpeg  200  7ms  2017-8-19 14:15:23
